STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
744860,94789, 20131213,   28.3,24,    9.7,24, 1022.6,24, 1021.9,24,  10.0,24,  15.7,24,  19.0,  26.0,   36.0 ,  23.0 , 0.00G,999.9, 000000,
744860,94789, 20131214,   28.8,24,   19.1,24, 1027.9,19, 1028.0,24,   6.7,24,  11.1,24,  20.0,  25.1,   36.0 ,  24.1 , 0.00G,  2.0, 001000,
744860,94789, 20131215,   37.7,24,   32.2,24, 1005.9,19, 1005.4,24,   6.6,24,  13.4,24,  21.0,  28.0,   46.9 ,  25.0 , 1.39G,999.9, 011000,
744860,94789, 20131216,   31.8,24,   13.5,24, 1015.3,24, 1014.6,24,  10.0,24,  14.0,24,  19.0,  27.0,   46.9 ,  27.0 , 0.82G,999.9, 000000,
744860,94789, 20131217,   28.4,24,   16.5,24, 1021.4,19, 1019.8,24,   7.4,24,   7.9,24,  15.0, 999.9,   33.8*,  24.8*, 0.00G,  1.2, 011000,
744860,94789, 20131218,   29.7,24,   20.4,24, 1016.7,23, 1015.6,24,  10.0,24,  10.7,24,  15.9,  22.9,   37.9*,  24.8*, 0.13G,999.9, 000000,
744860,94789, 20131219,   36.2,24,   23.8,24, 1020.9,24, 1020.1,24,  10.0,24,   9.8,24,  15.0, 999.9,   45.0 ,  25.0 , 0.00G,999.9, 000000,
744860,94789, 20131220,   43.0,24,   31.6,24, 1018.7,24, 1018.0,24,  10.0,24,   5.2,24,   8.9, 999.9,   51.1 ,  28.9 , 0.00G,999.9, 000000,
744860,94789, 20131221,   47.5,24,   42.8,24, 1015.5,24, 1014.7,24,   9.0,24,   4.3,24,   8.9, 999.9,   55.0 ,  36.0 , 0.00G,999.9, 100000,
744860,94789, 20131222,   53.5,24,   50.2,24, 1013.4,18, 1012.3,24,   7.7,24,  12.1,24,  21.0,  28.0,   64.0 ,  42.1 , 0.00G,999.9, 110000,
744860,94789, 20131223,   54.3,24,   51.1,24, 1015.3,16, 1014.3,24,   7.1,24,   6.6,24,  19.0,  27.0,   64.0 ,  50.0 , 0.04G,999.9, 110000,
744860,94789, 20131224,   40.4,24,   27.3,24, 1020.7,23, 1019.7,24,  10.0,24,  11.9,24,  20.0,  25.1,   57.0 ,  35.1 , 0.45G,999.9, 010000,
744860,94789, 20131225,   26.4,24,    7.0,24, 1030.5,24, 1029.7,24,  10.0,24,  11.9,24,  24.1,  31.1,   43.0 ,  19.9 , 0.00G,999.9, 000000,
744860,94789, 20131226,   32.4,24,   20.1,24, 1027.2,22, 1026.8,24,  10.0,24,   6.6,24,  15.0,  19.0,   37.9 ,  19.9 , 0.00G,999.9, 000000,
744860,94789, 20131227,   35.8,24,   19.9,24, 1026.7,24, 1025.9,24,  10.0,24,   9.8,24,  15.0,  15.9,   42.1 ,  28.0 , 0.00G,999.9, 000000,
744860,94789, 20131228,   40.6,24,   25.9,24, 1023.8,24, 1023.1,24,  10.0,24,  10.3,24,  15.9,  20.0,   53.1 ,  30.9 , 0.00G,999.9, 000000,
744860,94789, 20131229,   43.9,24,   34.5,24, 1014.8,22, 1013.3,24,   8.0,24,   7.3,24,  18.1,  28.9,   53.1 ,  30.9 , 0.00G,999.9, 010000,
744860,94789, 20131230,   41.0,24,   32.1,24, 1011.2,24, 1009.7,24,   9.7,24,  12.1,24,  20.0,  25.1,   48.9 ,  30.0 , 1.18G,999.9, 010000,
744860,94789, 20131231,   26.9,24,   11.1,24, 1021.3,24, 1020.5,24,  10.0,24,   9.6,24,  18.1,  26.0,   46.9 ,  21.0 , 0.00G,999.9, 001000,
744860,94789, 20140101,   29.3,24,   11.4,24, 1027.5,24, 1026.7,24,  10.0,24,  10.0,24,  17.1,  25.1,   34.0 ,  21.0 , 0.00G,999.9, 000000,
744860,94789, 20140102,   30.1,24,   21.0,24, 1019.9,22, 1018.6,24,   9.6,24,  13.2,24,  19.0,  26.0,   34.0 ,  24.1 , 0.00G,999.9, 011000,
744860,94789, 20140103,   16.4,24,    9.0,24, 1013.3,19, 1011.5,24,   3.7,24,  19.2,24,  28.9,  38.1,   33.1 ,  10.0 , 0.26G,  7.1, 101000,
744860,94789, 20140104,   15.0,24,   -0.3,24, 1031.9,24, 1031.2,24,  10.0,24,   5.9,24,  14.0, 999.9,   27.0 ,   3.0 , 0.01G,  7.1, 000000,
744860,94789, 20140105,   30.6,24,   24.0,24, 1025.8,18, 1024.8,24,   8.1,24,   5.6,24,  13.0, 999.9,   39.2*,  25.0*, 0.00G,  5.1, 010000,
744860,94789, 20140106,   46.1,24,   42.1,24, 1002.1,17, 1003.0,24,   3.7,24,  15.1,24,  24.1,  33.0,   53.1 ,  23.0 , 0.25G,  1.2, 110000,
744860,94789, 20140107,   15.1,24,   -6.2,24, 1015.7,24, 1015.0,24,  10.0,24,  22.0,24,  29.9,  38.1,   37.0*,   6.1*, 0.26G,  1.2, 001000,
744860,94789, 20140108,   14.1,24,   -5.1,24, 1031.7,24, 1030.9,24,  10.0,24,  12.1,24,  19.0,  27.0,   23.0 ,   6.1 , 0.00G,999.9, 000000,
744860,94789, 20140109,   26.2,24,    5.5,24, 1035.8,24, 1035.0,24,  10.0,24,   8.0,24,  13.0, 999.9,   34.0 ,  10.0 , 0.00G,999.9, 000000,
744860,94789, 20140110,   31.3,24,   22.9,24, 1034.0,18, 1032.6,24,   7.5,24,   3.2,24,   5.1, 999.9,   37.9 ,  21.9 , 0.00G,999.9, 011000,
744860,94789, 20140111,   46.0,24,   44.4,24, 1015.5,15, 1013.5,24,   1.8,24,  11.4,24,  22.0,  32.1,   55.0 ,  24.1 , 0.30G,999.9, 110000,
744860,94789, 20140112,   46.9,24,   35.2,24, 1004.8,22, 1002.6,24,   9.1,24,  13.1,24,  21.0,  27.0,   54.0 ,  37.9 , 0.61G,999.9, 110000,
744860,94789, 20140113,   39.9,24,   31.7,24, 1018.9,24, 1018.1,24,   9.9,24,  10.3,24,  22.0,  28.0,   52.0 ,  30.0 , 0.00G,999.9, 000000,
744860,94789, 20140114,   45.6,24,   41.7,24, 1011.0,21, 1009.7,24,   7.9,24,   8.3,24,  15.9, 999.9,   50.0 ,  30.0 , 0.02G,999.9, 010000,
744860,94789, 20140115,   39.9,24,   37.6,24, 1013.1,20, 1012.6,24,   3.9,24,   5.9,24,  14.0, 999.9,   48.0 ,  32.0 , 0.53G,999.9, 110000,
744860,94789, 20140116,   40.2,24,   33.8,24, 1012.5,17, 1011.6,24,   6.4,24,   4.9,24,  11.1, 999.9,   44.1 ,  32.0 , 0.00G,999.9, 100000,
744860,94789, 20140117,   37.0,24,   28.5,24, 1014.5,24, 1013.8,24,  10.0,24,   6.6,24,  14.0, 999.9,   45.0 ,  28.0 , 0.00G,999.9, 000000,
744860,94789, 20140118,   38.7,24,   32.2,24, 1009.5,21, 1008.3,24,   9.0,24,   7.4,24,  19.0,  22.9,   45.0 ,  28.0 , 0.00G,999.9, 011010,
744860,94789, 20140119,   30.5,24,   17.0,24, 1009.2,24, 1008.5,24,  10.0,24,  13.5,24,  19.0,  25.1,   42.1 ,  26.1 , 0.24G,999.9, 000000,
744860,94789, 20140120,   39.4,24,   25.0,24, 1004.8,24, 1004.0,24,  10.0,24,  12.7,24,  20.0,  26.0,   48.0 ,  26.1 , 0.00G,999.9, 000000,
744860,94789, 20140121,   27.1,24,   14.1,24, 1012.7,20, 1012.3,24,   6.1,24,  13.4,24,  20.0,  28.0,   42.1*,  15.8*, 0.00G,  5.1, 001000,
744860,94789, 20140122,   12.7,24,    0.7,24, 1010.3,21, 1009.6,24,   7.4,24,  17.7,24,  24.1,  31.1,   18.0*,   7.0*, 0.23G,  7.1, 001000,
744860,94789, 20140123,   13.7,24,   -2.9,24, 1018.9,24, 1018.1,24,  10.0,24,  11.8,24,  18.1,  25.1,   21.0 ,   7.0 , 0.01G,  5.9, 000000,
744860,94789, 20140124,   15.9,24,   -2.2,24, 1026.7,24, 1025.9,24,  10.0,24,  14.0,24,  20.0,  24.1,   21.0 ,   8.1 , 0.00G,  5.1, 000000,
744860,94789, 20140125,   23.9,24,    9.5,24, 1012.2,23, 1010.9,24,   8.5,24,  19.1,24,  28.0,  36.9,   30.0 ,  10.9 , 0.00G,  5.1, 101000,
744860,94789, 20140126,   22.4,24,    6.7,24, 1006.9,23, 1005.9,24,   9.6,24,  15.0,24,  22.0,  31.1,   30.0 ,  18.0 , 0.04G,  5.1, 001000,
744860,94789, 20140127,   35.5,24,   24.1,24, 1007.4,24, 1006.7,24,  10.0,24,  11.4,24,  21.0,  27.0,   45.0 ,  18.0 , 0.00G,  2.0, 000000,
744860,94789, 20140128,   19.8,24,   -6.4,24, 1023.7,24, 1022.9,24,  10.0,24,  12.1,24,  19.0,  25.1,   28.9*,  15.1*, 0.00G,  1.2, 000000,
744860,94789, 20140129,   19.0,24,    1.2,24, 1022.9,23, 1022.1,24,   8.3,24,   8.9,24,  18.1,  24.1,   24.1 ,  14.0 , 0.05G,  1.2, 001000,
744860,94789, 20140130,   21.1,24,    2.4,24, 1028.7,24, 1027.9,24,  10.0,24,   8.1,24,  18.1,  21.0,   27.0 ,  14.0 , 0.00I,  1.2, 000000,
744860,94789, 20140131,   31.0,24,   13.9,24, 1022.1,24, 1021.3,24,  10.0,24,   8.4,24,  12.0, 999.9,   43.0 ,  14.0 , 0.00G,  1.2, 000000,
744860,94789, 20140201,   36.4,24,   21.5,24, 1025.0,24, 1024.3,24,  10.0,24,   4.5,24,   8.0, 999.9,   43.0 ,  25.0 , 0.00G,999.9, 000000,
744860,94789, 20140202,   38.9,24,   32.1,24, 1016.0,17, 1015.2,24,   6.4,24,   4.7,24,   8.9, 999.9,   52.0 ,  30.0 , 0.00G,999.9, 100000,
744860,94789, 20140203,   37.5,24,   31.7,24, 1019.5,20, 1018.9,24,   5.3,24,   9.9,24,  15.9,  19.0,   52.0 ,  30.0 , 0.21G,  7.1, 111000,
744860,94789, 20140204,   28.8,24,   20.1,24, 1029.1,23, 1027.9,24,   9.9,24,   7.0,24,  12.0,  19.0,   44.1 ,  21.9 , 0.87G,  5.1, 001000,
744860,94789, 20140205,   32.4,24,   27.8,24, 1016.5,14, 1015.6,24,   6.3,24,   8.2,24,  17.1,  22.0,   35.1 ,  21.9 , 0.71G,  5.9, 011000,
744860,94789, 20140206,   29.1,24,   20.3,24, 1020.6,22, 1019.2,24,   9.2,24,  10.1,24,  19.0,  22.0,   35.1 ,  24.1 , 0.49G,  5.9, 010000,
744860,94789, 20140207,   28.0,24,   14.3,24, 1025.4,24, 1024.6,24,  10.0,24,  10.5,24,  15.0,  19.0,   32.0 ,  24.1 , 0.00G,  5.1, 000000,
744860,94789, 20140208,   26.7,24,    7.0,24, 1026.1,24, 1025.4,24,  10.0,24,   8.7,24,  15.0,  20.0,   32.0 ,  21.0 , 0.00G,  5.1, 000000,
744860,94789, 20140209,   25.7,24,    8.8,24, 1021.0,24, 1020.3,24,  10.0,24,   6.6,24,   9.9, 999.9,   30.0 ,  19.9 , 0.00G,  5.1, 001000,
744860,94789, 20140210,   26.0,24,   13.7,24, 1019.6,22, 1018.3,24,   8.6,24,  13.3,24,  18.1,  20.0,   30.0 ,  19.9 , 0.13G,  5.9, 101000,
744860,94789, 20140211,   21.9,24,    4.2,24, 1027.0,24, 1026.3,24,  10.0,24,  10.4,24,  15.0,  21.0,   28.9 ,  16.0 , 0.00G,  5.1, 000000,
744860,94789, 20140212,   19.2,24,    3.0,24, 1033.0,24, 1032.3,24,  10.0,24,   8.2,24,  15.0,  19.0,   25.0 ,  12.0 , 0.00G,  5.1, 000000,
744860,94789, 20140213,   30.5,24,   25.7,24, 1012.1,17, 1013.5,24,   4.7,24,  16.2,24,  29.9,  38.1,   36.0 ,  12.0 , 0.24G,  9.1, 111000,
744860,94789, 20140214,   36.1,24,   27.3,24,  993.5,20,  990.4,24,   7.3,24,  18.8,24,  26.0,  35.0,   41.0 ,  26.1 , 1.16G,  9.1, 011000,
744860,94789, 20140215,   34.0,24,   25.4,24, 1007.4,19, 1005.7,24,   7.9,24,   9.4,24,  21.0,  28.9,   41.0 ,  28.9 , 0.13G,  9.8, 101000,
744860,94789, 20140216,   27.3,24,   13.4,24, 1011.6,23, 1010.0,24,   9.3,24,  15.4,24,  25.1,  33.0,   37.0 ,  21.9 , 0.11G,  9.8, 011000,
744860,94789, 20140217,   24.4,24,    4.5,24, 1024.2,24, 1023.4,24,  10.0,24,  12.4,24,  22.0,  28.9,   32.0 ,  19.0 , 0.00G,  9.1, 000000,
744860,94789, 20140218,   31.9,24,   21.0,24, 1022.1,21, 1021.1,24,   8.0,24,   6.4,24,  18.1,  25.1,   39.9 ,  19.0 , 0.04G,  9.1, 011000,
744860,94789, 20140219,   35.7,24,   29.3,24, 1015.3,22, 1013.8,24,   8.0,24,   6.7,24,  13.0, 999.9,   43.0 ,  26.1 , 0.11G,  5.9, 110000,
744860,94789, 20140220,   39.2,24,   29.1,24, 1019.9,24, 1019.1,24,   9.7,24,   7.7,24,  15.0,  21.0,   44.1 ,  27.0 , 0.31G,  3.9, 000000,
744860,94789, 20140221,   39.9,24,   37.5,24, 1014.1,17, 1012.7,24,   2.8,24,   8.6,24,  21.0,  27.0,   46.9 ,  33.1 , 0.03G,  1.2, 110000,
744860,94789, 20140222,   42.0,24,   30.8,24, 1015.1,24, 1014.3,24,   9.6,24,  10.3,24,  18.1,  22.9,   53.1 ,  34.0 , 0.13G,  1.2, 000000,
744860,94789, 20140223,   44.2,24,   30.6,24, 1015.6,24, 1014.8,24,  10.0,24,   5.3,24,  11.1, 999.9,   55.0 ,  34.0 , 0.00G,  1.2, 000000,
744860,94789, 20140224,   40.5,24,   20.4,24, 1012.2,23, 1011.2,24,  10.0,24,  13.0,24,  20.0,  34.0,   55.0 ,  33.1 , 0.02G,999.9, 010000,
744860,94789, 20140225,   29.7,24,    8.7,24, 1017.4,24, 1016.7,24,  10.0,24,  13.6,24,  22.0,  28.9,   45.0 ,  26.1 , 0.00I,999.9, 000000,
744860,94789, 20140226,   28.4,24,   11.5,24, 1013.6,23, 1012.9,24,   8.4,24,  10.0,24,  18.1,  22.9,   35.1 ,  24.1 , 0.00G,999.9, 001000,
744860,94789, 20140227,   25.2,24,    3.2,24, 1008.9,24, 1007.9,24,   9.9,24,  10.2,24,  21.0,  28.9,   35.1 ,  16.0 , 0.03G,999.9, 001000,
744860,94789, 20140228,   18.3,24,   -8.7,24, 1024.0,24, 1023.3,24,   9.9,24,  13.5,24,  25.1,  34.0,   35.1 ,  10.9 , 0.00G,999.9, 001000,
744860,94789, 20140301,   25.6,24,    7.8,24, 1028.8,24, 1028.1,24,  10.0,24,   4.5,24,   9.9,  15.0,   36.0 ,  10.9 , 0.00G,999.9, 000000,
744860,94789, 20140302,   36.1,24,   24.9,24, 1019.5,24, 1018.7,24,  10.0,24,   6.3,24,   9.9, 999.9,   43.0 ,  17.1 , 0.00G,999.9, 011000,
744860,94789, 20140303,   26.8,24,   10.5,24, 1020.0,24, 1019.0,24,   8.7,24,  11.5,24,  15.9,  22.9,   43.0 ,  19.9 , 0.03G,  1.2, 001000,
744860,94789, 20140304,   19.9,24,    0.8,24, 1027.8,24, 1027.1,24,  10.0,24,   8.0,24,  13.0, 999.9,   35.1 ,  12.9 , 0.01G,  1.2, 000000,
744860,94789, 20140305,   31.2,24,   10.7,24, 1024.9,24, 1024.1,24,  10.0,24,   4.8,24,  14.0, 999.9,   39.9 ,  12.9 , 0.00G,999.9, 000000,
744860,94789, 20140306,   25.6,24,    6.1,24, 1033.7,24, 1032.9,24,  10.0,24,  10.0,24,  15.0,  21.0,   39.9 ,  17.1 , 0.00G,999.9, 000000,
744860,94789, 20140307,   30.1,24,   17.8,24, 1027.1,23, 1026.8,24,   9.7,24,   8.5,24,  14.0, 999.9,   36.0 ,  17.1 , 0.00G,999.9, 010000,
744860,94789, 20140308,   42.3,24,   28.0,24, 1011.8,24, 1011.1,24,   9.9,24,   9.6,24,  15.9,  22.9,   60.1 ,  27.0 , 0.00G,999.9, 010000,
744860,94789, 20140309,   44.0,24,   19.0,24, 1014.0,24, 1013.3,24,  10.0,24,  12.8,24,  17.1,  25.1,   60.1 ,  32.0 , 0.00G,999.9, 010000,
744860,94789, 20140310,   41.7,24,   21.4,24, 1011.2,24, 1010.4,24,  10.0,24,   9.5,24,  19.0,  22.0,   51.1 ,  35.1 , 0.00G,999.9, 011000,
744860,94789, 20140311,   49.3,24,   33.3,24, 1003.6,24, 1002.9,24,  10.0,24,   9.1,24,  14.0, 999.9,   64.9 ,  35.1 , 0.00G,999.9, 000000,
744860,94789, 20140312,   47.2,24,   39.5,24,  999.1,23,  997.8,24,   9.0,24,   8.6,24,  20.0,  29.9,   64.9 ,  37.9 , 0.00G,999.9, 010000,
744860,94789, 20140313,   29.8,24,   11.6,24,  998.9,23,  996.3,24,   8.9,24,  23.2,24,  29.9,  44.1,   57.0 ,  19.0 , 0.15G,999.9, 010000,
744860,94789, 20140314,   29.9,24,    6.3,24, 1020.4,24, 1019.6,24,  10.0,24,  15.0,24,  28.0,  35.0,   42.1 ,  19.0 , 0.00G,999.9, 000000,
744860,94789, 20140315,   47.6,24,   28.6,24, 1010.9,24, 1010.2,24,  10.0,24,  13.9,24,  22.9,  35.0,   61.0*,  37.9*, 0.01G,999.9, 010000,
744860,94789, 20140316,   39.5,24,   10.5,24, 1019.4,24, 1018.6,24,  10.0,24,  13.9,24,  19.0,  26.0,   61.0 ,  32.0 , 0.00I,999.9, 000000,
744860,94789, 20140317,   30.1,24,    1.5,24, 1019.6,24, 1018.8,24,  10.0,24,  11.1,24,  15.9,  20.0,   34.0*,  24.8*, 0.00G,999.9, 001000,
744860,94789, 20140318,   33.4,24,   10.0,24, 1023.2,24, 1022.4,24,  10.0,24,   7.7,24,  13.0,  14.0,   43.0 ,  25.0 , 0.00G,999.9, 000000,
744860,94789, 20140319,   36.0,24,   27.5,24, 1024.2,23, 1023.4,24,  10.0,24,  11.1,24,  22.0,  28.9,   44.1 ,  25.0 , 0.00G,999.9, 010000,
744860,94789, 20140320,   47.0,24,   35.7,24, 1009.4,18, 1008.3,24,   7.7,24,  13.4,24,  22.0,  29.9,   55.9 ,  28.0 , 0.72G,999.9, 010000,
744860,94789, 20140321,   45.3,24,   18.3,24, 1014.4,24, 1013.7,24,  10.0,24,  15.0,24,  20.0,  31.1,   55.9 ,  39.0 , 0.00G,999.9, 000000,
744860,94789, 20140322,   47.8,24,   27.6,24, 1013.2,24, 1012.5,24,  10.0,24,  10.4,24,  22.9,  33.0,   64.9 ,  34.0 , 0.00G,999.9, 000000,
744860,94789, 20140323,   43.4,24,   18.7,24, 1016.4,24, 1015.5,24,  10.0,24,  12.0,24,  15.9,  24.1,   64.9 ,  35.1 , 0.00G,999.9, 000000,
744860,94789, 20140324,   29.2,24,    2.4,24, 1021.6,24, 1020.8,24,  10.0,24,  13.0,24,  21.0,  26.0,   46.0 ,  21.9 , 0.00G,999.9, 000000,
744860,94789, 20140325,   31.5,24,    8.8,24, 1019.8,24, 1019.0,24,  10.0,24,   6.6,24,  12.0,  15.9,   39.0 ,  21.9 , 0.00G,999.9, 001000,
744860,94789, 20140326,   34.6,24,   10.5,24, 1011.0,24, 1010.3,24,   9.5,24,  19.2,24,  29.9,  39.0,   39.0 ,  23.0 , 0.00G,999.9, 001000,
744860,94789, 20140327,   29.8,24,    6.9,24, 1026.6,24, 1025.9,24,  10.0,24,  13.3,24,  22.0,  28.9,   39.0 ,  23.0 , 0.00G,999.9, 000000,
744860,94789, 20140328,   42.7,24,   34.4,24, 1021.2,24, 1020.5,24,  10.0,24,  13.4,24,  19.0,  26.0,   51.1 ,  23.0 , 0.00G,999.9, 010000,
744860,94789, 20140329,   46.9,24,   42.3,24, 1019.3,21, 1018.4,24,   7.9,24,   7.5,24,  17.1,  22.0,   51.1 ,  36.0 , 0.00G,999.9, 010000,
744860,94789, 20140330,   48.8,24,   46.1,24, 1002.0,14, 1001.1,24,   4.0,24,  12.3,24,  22.0,  26.0,   55.0 ,  41.0 , 2.90G,999.9, 110010,
744860,94789, 20140331,   43.0,24,   33.5,24, 1009.4,19, 1008.1,24,   8.7,24,  18.8,24,  22.9,  33.0,   55.9 ,  34.0 , 0.37G,999.9, 011000,
744860,94789, 20140401,   45.6,24,   28.1,24, 1018.5,24, 1017.7,24,  10.0,24,  10.2,24,  19.0,  28.0,   57.0 ,  34.0 , 0.07G,999.9, 000000,
744860,94789, 20140402,   43.4,24,   37.2,24, 1019.4,24, 1018.6,24,  10.0,24,   5.0,24,   9.9, 999.9,   57.0 ,  37.0 , 0.00G,999.9, 010000,
744860,94789, 20140403,   48.5,24,   33.6,24, 1019.0,24, 1018.3,24,  10.0,24,   4.5,24,  11.1, 999.9,   63.0 ,  37.9 , 0.03G,999.9, 000000,
744860,94789, 20140404,   43.6,24,   36.8,24, 1017.0,23, 1016.5,24,   8.8,24,  10.3,24,  19.0,  26.0,   63.0 ,  39.0 , 0.12G,999.9, 010000,
744860,94789, 20140405,   47.5,24,   34.9,24, 1010.3,20, 1008.9,24,   8.0,24,  13.0,24,  22.9,  34.0,   57.0 ,  41.0 , 0.06G,999.9, 010000,
744860,94789, 20140406,   44.7,24,   21.7,24, 1020.6,24, 1019.8,24,  10.0,24,  11.2,24,  18.1,  26.0,   57.0 ,  37.0 , 0.00G,999.9, 000000,
744860,94789, 20140407,   43.9,24,   35.5,24, 1021.8,20, 1020.5,24,   8.6,24,   8.1,24,  20.0,  27.0,   57.0 ,  37.0 , 0.00G,999.9, 010000,
744860,94789, 20140408,   53.2,24,   45.8,24, 1001.6,19, 1000.3,24,   4.2,24,  11.8,24,  24.1,  29.9,   66.0 ,  37.0 , 0.60G,999.9, 110010,
744860,94789, 20140409,   53.9,24,   29.6,24, 1005.3,24, 1004.5,24,  10.0,24,  12.9,24,  22.0,  29.9,   66.0 ,  43.0 , 0.25G,999.9, 000000,
744860,94789, 20140410,   47.9,24,   23.2,24, 1019.7,24, 1018.9,24,  10.0,24,  14.2,24,  24.1,  28.9,   64.0 ,  37.9 , 0.00G,999.9, 000000,
744860,94789, 20140411,   54.5,24,   41.5,24, 1016.5,24, 1015.8,24,  10.0,24,  10.3,24,  20.0, 999.9,   69.1 ,  37.9 , 0.00G,999.9, 000000,
744860,94789, 20140412,   58.8,24,   43.7,24, 1020.2,24, 1019.4,24,  10.0,24,   8.0,24,  15.9,  21.0,   69.1 ,  46.9 , 0.00G,999.9, 010000,
744860,94789, 20140413,   54.4,24,   46.3,24, 1021.0,24, 1020.4,24,   9.9,24,  11.7,24,  24.1,  32.1,   68.0 ,  46.9 , 0.00G,999.9, 000000,
744860,94789, 20140414,   56.3,24,   49.4,24, 1015.8,24, 1015.2,24,   9.9,24,  18.3,24,  29.9,  41.0,   66.0 ,  46.9 , 0.00G,999.9, 000000,
744860,94789, 20140415,   53.8,24,   51.7,24, 1007.9,17, 1006.9,24,   2.6,24,  20.6,24,  25.1,  34.0,   55.9*,  46.9*, 0.12G,999.9, 110000,
744860,94789, 20140416,   40.2,24,   22.5,24, 1022.7,22, 1020.4,24,   9.2,24,  17.2,24,  22.0,  31.1,   55.9 ,  32.0 , 0.61G,999.9, 011000,
744860,94789, 20140417,   41.6,24,   22.4,24, 1037.9,24, 1037.1,24,  10.0,24,  10.6,24,  15.9,  24.1,   48.9 ,  32.0 , 0.08G,999.9, 000000,
744860,94789, 20140418,   40.1,24,   28.3,24, 1033.6,24, 1033.2,24,  10.0,24,   6.2,24,  11.1, 999.9,   46.9 ,  35.1 , 0.00G,999.9, 000000,
744860,94789, 20140419,   50.7,24,   30.7,24, 1024.9,24, 1024.2,24,  10.0,24,   8.3,24,  14.0,  22.9,   68.0 ,  36.0 , 0.00G,999.9, 000000,
744860,94789, 20140420,   50.9,24,   26.7,24, 1030.2,24, 1029.5,24,  10.0,24,  10.6,24,  17.1,  22.0,   68.0 ,  39.9 , 0.00G,999.9, 000000,
744860,94789, 20140421,   48.0,24,   29.9,24, 1023.1,24, 1022.3,24,  10.0,24,   5.2,24,   8.9, 999.9,   57.9 ,  37.0 , 0.00G,999.9, 000000,
744860,94789, 20140422,   51.7,24,   44.2,24, 1007.7,24, 1006.9,24,  10.0,24,   7.4,24,  20.0,  25.1,   62.1 ,  37.0 , 0.00G,999.9, 000000,
744860,94789, 20140423,   55.8,24,   39.8,24, 1001.2,24, 1000.4,24,  10.0,24,  15.3,24,  26.0,  35.0,   63.0 ,  45.0 , 0.00G,999.9, 010000,
744860,94789, 20140424,   51.5,24,   18.1,24, 1011.1,24, 1010.3,24,  10.0,24,  20.2,24,  27.0,  32.1,   64.0 ,  43.0 , 0.00G,999.9, 000000,
744860,94789, 20140425,   52.4,24,   19.6,24, 1015.8,24, 1015.0,24,  10.0,24,  10.5,24,  19.0,  22.9,   64.0 ,  43.0 , 0.00G,999.9, 000000,
744860,94789, 20140426,   51.9,24,   42.6,24, 1008.7,19, 1007.6,24,   8.8,24,   9.1,24,  15.0,  20.0,   66.9 ,  43.0 , 0.69G,999.9, 010000,
744860,94789, 20140427,   52.2,24,   35.8,24, 1013.8,24, 1013.0,24,  10.0,24,  11.3,24,  17.1,  27.0,   66.9 ,  46.0 , 0.02G,999.9, 010000,
744860,94789, 20140428,   54.0,24,   33.3,24, 1018.8,24, 1017.9,24,  10.0,24,   8.9,24,  13.0,  14.0,   66.0 ,  45.0 , 0.00G,999.9, 000000,
744860,94789, 20140429,   48.5,24,   38.6,24, 1025.3,24, 1024.2,24,  10.0,24,  14.6,24,  25.1,  33.0,   66.0 ,  44.1 , 0.00G,999.9, 010000,
744860,94789, 20140430,   45.1,24,   40.4,24, 1026.6,20, 1026.2,24,   5.7,24,  17.1,24,  22.9,  32.1,   51.1 ,  42.1 , 0.39G,999.9, 010000,
744860,94789, 20140501,   56.6,24,   53.5,24, 1010.9,20, 1010.3,24,   4.3,24,  13.5,24,  25.1,  34.0,   71.1 ,  42.1 , 4.57G,999.9, 110000,
744860,94789, 20140502,   61.1,24,   46.4,24, 1007.5,24, 1006.7,24,   9.8,24,   9.2,24,  17.1,  24.1,   71.1 ,  53.1 , 0.02G,999.9, 010000,
744860,94789, 20140503,   59.0,24,   39.8,24, 1010.6,24, 1009.8,24,  10.0,24,   9.5,24,  15.9,  21.0,   69.1 ,  48.9 , 0.01G,999.9, 010000,
744860,94789, 20140504,   57.5,24,   42.1,24, 1007.4,24, 1006.6,24,  10.0,24,  13.7,24,  24.1,  33.0,   66.0 ,  48.9 , 0.00G,999.9, 010000,
744860,94789, 20140505,   59.4,24,   30.1,24, 1010.1,24, 1009.4,24,  10.0,24,  15.4,24,  21.0,  34.0,   69.1 ,  50.0 , 0.00G,999.9, 000000,
744860,94789, 20140506,   60.1,24,   29.3,24, 1012.8,23, 1012.0,24,  10.0,24,  10.1,24,  17.1,  24.1,   69.1 ,  50.0 , 0.00G,999.9, 000000,
744860,94789, 20140507,   58.0,24,   28.9,24, 1021.2,24, 1020.4,24,  10.0,24,   9.0,24,  15.0, 999.9,   69.1 ,  50.0 , 0.00G,999.9, 000000,
744860,94789, 20140508,   54.7,24,   49.6,24, 1021.6,22, 1021.0,24,   7.5,24,   5.2,24,   9.9, 999.9,   64.0 ,  50.0 , 0.29G,999.9, 010000,
744860,94789, 20140509,   58.3,24,   55.4,24, 1020.7,16, 1020.2,24,   3.7,24,   5.7,24,  12.0, 999.9,   63.0 ,  51.1 , 0.13G,999.9, 010010,
