2013-11-10	316561	19712
2013-11-11	302497	27295
2013-11-12	347799	19925
2013-11-13	360395	23633
2013-11-14	368315	27040
2013-11-15	365389	29051
2013-11-16	357318	25194
2013-11-17	314416	17995
2013-11-18	312912	30615
2013-11-19	350062	27417
2013-11-20	361897	26229
2013-11-21	363347	28752
2013-11-22	375074	25448
2013-11-23	365326	18996
2013-11-24	335370	9392
2013-11-25	324214	19116
2013-11-26	316703	14999
2013-11-27	316120	7976
2013-11-28	217752	5204
2013-11-29	242836	10127
2013-11-30	278299	9863
2013-12-01	269153	13326
2013-12-02	311303	24576
2013-12-03	339349	27431
2013-12-04	345546	28199
2013-12-05	361068	26988
2013-12-06	372481	10736
2013-12-07	363742	15545
2013-12-08	324527	10090
2013-12-09	328487	14824
2013-12-10	347816	12850
2013-12-11	352267	18766
2013-12-12	364771	17214
2013-12-13	383069	17888
2013-12-14	338275	3701
2013-12-15	306791	7462
2013-12-16	327672	15562
2013-12-17	349107	7863
2013-12-18	353737	14924
2013-12-19	356896	18766
2013-12-20	367690	22066
2013-12-21	315949	17940
2013-12-22	267183	15063
2013-12-23	268891	6956
2013-12-24	251742	11025
2013-12-25	158587	3260
2013-12-26	213561	9763
2013-12-27	251546	11720
2013-12-28	248796	12022
2013-12-29	261860	3775
2013-12-30	270706	13241
2013-12-31	308328	10424
2014-01-01	265498	6059
2014-01-02	249121	8600
2014-01-03	182493	1144
2014-01-04	272970	2292
2014-01-05	261340	2678
2014-01-06	287105	9510
2014-01-07	333896	6267
2014-01-08	345666	9246
2014-01-09	347795	13354
2014-01-10	360951	9847
2014-01-11	341322	7695
2014-01-12	306625	12515
2014-01-13	309002	20633
2014-01-14	333994	9999
2014-01-15	343418	21630
2014-01-16	352868	19953
2014-01-17	350401	20301
2014-01-18	336044	9438
2014-01-19	309008	9028
2014-01-20	266703	13407
2014-01-21	188501	3804
2014-01-22	272625	2451
2014-01-23	336249	5071
2014-01-24	363062	6176
2014-01-25	353764	4338
2014-01-26	310416	4980
2014-01-27	309512	13119
2014-01-28	346077	10033
2014-01-29	351476	10021
2014-01-30	363444	12158
2014-01-31	375956	14653
2014-02-01	357140	12771
2014-02-02	315834	13816
2014-02-03	276737	2600
2014-02-04	334816	8709
2014-02-05	301708	2746
2014-02-06	349802	7196
2014-02-07	365331	8495
2014-02-08	368404	5986
2014-02-09	317613	4996
2014-02-10	320845	6846
2014-02-11	359365	8343
2014-02-12	355843	8580
2014-02-13	233965	876
2014-02-14	328796	3609
2014-02-15	321631	2261
2014-02-16	302281	3003
2014-02-17	273710	4854
2014-02-18	305709	5140
2014-02-19	325905	8506
2014-02-20	337934	11792
2014-02-21	358816	8680
2014-02-22	348369	13044
2014-02-23	301153	13324
2014-02-24	322349	12922
2014-02-25	347302	12830
2014-02-26	362843	11188
2014-02-27	374058	12036
2014-02-28	388411	9587
2014-03-01	371204	9202
2014-03-02	316504	8195
2014-03-03	339028	7708
2014-03-04	366002	10398
2014-03-05	372215	13801
2014-03-06	385757	12773
2014-03-07	389713	13304
2014-03-08	367242	16350
2014-03-09	320122	12262
2014-03-10	322864	17231
2014-03-11	335013	24356
2014-03-12	353319	15101
2014-03-13	399888	10979
2014-03-14	385181	16299
2014-03-15	363725	18053
2014-03-16	328606	9851
2014-03-17	314018	12503
2014-03-18	343685	16679
2014-03-19	356661	13341
2014-03-20	363056	19695
2014-03-21	366938	20718
2014-03-22	356630	19880
2014-03-23	324957	11740
2014-03-24	324169	13598
2014-03-25	338430	16037
2014-03-26	366201	14500
2014-03-27	368185	16666
2014-03-28	370690	18425
2014-03-29	380821	4480
2014-03-30	314050	7907
2014-03-31	317036	17085
2014-04-01	339436	23908
2014-04-02	355145	22515
2014-04-03	363141	26321
2014-04-04	386405	12566
2014-04-05	362950	18655
2014-04-06	322257	20750
2014-04-07	336909	14677
2014-04-08	342608	21884
2014-04-09	354388	26931
2014-04-10	362751	27463
2014-04-11	359874	26798
2014-04-12	359220	27108
2014-04-13	319256	26871
2014-04-14	299046	28832
2014-04-15	343914	10523
2014-04-16	356959	20082
2014-04-17	361394	22282
2014-04-18	352166	20770
2014-04-19	317187	24369
2014-04-20	284283	18464
2014-04-21	302668	27124
2014-04-22	335638	27259
2014-04-23	362294	26949
2014-04-24	363022	28107
2014-04-25	371524	27919
2014-04-26	358531	19899
2014-04-27	319713	21926
2014-04-28	317520	28557
2014-04-29	352990	18404
2014-04-30	361170	2867
2014-05-01	357529	26762
2014-05-02	366071	32377
2014-05-03	361569	25501
2014-05-04	322417	21277
2014-05-05	333568	30288
2014-05-06	351158	32233
2014-05-07	352051	32882
2014-05-08	368286	17619
2014-05-09	371609	22641
2014-05-10	350940	21832
2014-05-11	305170	28326
2014-05-12	318459	31644
2014-05-13	344232	32847
2014-05-14	339304	30044
2014-05-15	358322	26057
2014-05-16	364080	17784
2014-05-17	335383	29912
2014-05-18	317895	27436
2014-05-19	324676	31692
2014-05-20	339277	35567
2014-05-21	347841	34420
2014-05-22	350501	24535
2014-05-23	345728	24484
2014-05-24	271065	16798
2014-05-25	244881	25637
2014-05-26	223014	26930
2014-05-27	312624	32936
2014-05-28	341330	29690
2014-05-29	352555	33889
2014-05-30	356764	34343
2014-05-31	340702	27734
2014-06-01	293210	31333
2014-06-02	310551	34519
2014-06-03	336163	29501
2014-06-04	350301	36068
2014-06-05	362053	24619
2014-06-06	349157	37719
2014-06-07	334007	31204
2014-06-08	291056	30162
2014-06-09	317276	18611
2014-06-10	336790	33435
2014-06-11	345240	30548
2014-06-12	360901	29084
2014-06-13	351799	18308
2014-06-14	325206	28417
2014-06-15	279267	28382
2014-06-16	304956	34932
2014-06-17	324605	35097
2014-06-18	340365	35531
2014-06-19	350248	31724
2014-06-20	341094	34405
2014-06-21	311808	30288
2014-06-22	289777	29417
2014-06-23	297298	32580
2014-06-24	319429	35897
2014-06-25	337108	34340
2014-06-26	349396	34846
2014-06-27	332799	35823
2014-06-28	311686	28507
2014-06-29	268816	27986
2014-06-30	293615	33597
2014-07-01	321295	34854
2014-07-02	316957	26582
2014-07-03	294662	27587
2014-07-04	202808	13612
2014-07-05	199078	22913
2014-07-06	208919	23822
2014-07-07	271559	31863
2014-07-08	314423	32713
2014-07-09	324091	34426
2014-07-10	329386	36288
2014-07-11	323412	35000
2014-07-12	295320	28718
2014-07-13	276939	24869
2014-07-14	300278	25825
2014-07-15	316648	22963
2014-07-16	325560	35391
2014-07-17	328357	38619
2014-07-18	324405	36105
2014-07-19	293981	29291
2014-07-20	266433	30296
2014-07-21	286676	35670
2014-07-22	321994	36886
2014-07-23	334735	34173
2014-07-24	332842	36693
2014-07-25	323375	36384
2014-07-26	295345	27179
2014-07-27	269715	27004
2014-07-28	267235	33189
2014-07-29	304781	37092
2014-07-30	318061	37377
2014-07-31	326095	35458
2014-08-01	318803	32654
2014-08-02	290811	26784
2014-08-03	265781	25276
2014-08-04	280276	33822
2014-08-05	303272	34392
2014-08-06	316377	36336
2014-08-07	319737	36362
2014-08-08	313310	34073
2014-08-09	277701	31636
2014-08-10	248433	26749
2014-08-11	269415	33664
2014-08-12	298164	26261
2014-08-13	312923	27977
2014-08-14	315214	35154
2014-08-15	311224	32480
2014-08-16	277622	32017
2014-08-17	254038	27417
2014-08-18	269393	34339
2014-08-19	291536	35367
2014-08-20	303522	35532
2014-08-21	316284	33804
2014-08-22	295780	30406
2014-08-23	266654	26429
2014-08-24	243397	27493
2014-08-25	256168	32892
2014-08-26	280103	34519
2014-08-27	298453	33721
2014-08-28	297050	33927
2014-08-29	285902	31264
2014-08-30	245732	22689
2014-08-31	230340	18053
2014-09-01	212347	23575
2014-09-02	296219	30507
2014-09-03	320743	35535
2014-09-04	339598	36496
2014-09-05	352877	34831
2014-09-06	335636	25833
2014-09-07	303185	29721
2014-09-08	312522	34335
2014-09-09	329955	34518
2014-09-10	339678	37653
2014-09-11	348635	37081
2014-09-12	346175	37204
2014-09-13	343303	17293
2014-09-14	305374	28688
2014-09-15	307040	35045
2014-09-16	327208	25633
2014-09-17	329223	37453
2014-09-18	336037	37381
2014-09-19	347123	34713
2014-09-20	327624	30011
2014-09-21	273546	26080
2014-09-22	284991	33239
2014-09-23	293269	36347
2014-09-24	302377	35481
2014-09-25	305579	16650
2014-09-26	315042	35116
2014-09-27	323160	30193
2014-09-28	293506	29021
2014-09-29	291654	33161
2014-09-30	319351	35093
2014-10-01	335267	27942
2014-10-02	339622	34492
2014-10-03	344610	34944
2014-10-04	310835	13354
2014-10-05	282791	23456
2014-10-06	297712	31742
2014-10-07	319893	32892
2014-10-08	332393	33607
2014-10-09	344282	32203
2014-10-10	346012	30887
2014-10-11	336240	12965
2014-10-12	290747	23394
2014-10-13	275330	22752
2014-10-14	314757	32614
2014-10-15	332155	28743
2014-10-16	348367	26754
2014-10-17	347699	34132
2014-10-18	341217	24978
2014-10-19	310431	18840
2014-10-20	302657	27914
2014-10-21	326568	31330
2014-10-22	336090	9169
2014-10-23	341367	13371
2014-10-24	348341	29837
2014-10-25	333293	24952
2014-10-26	297713	20768
2014-10-27	298900	28806
2014-10-28	317141	32956
2014-10-29	331676	29999
2014-10-30	339677	31133
2014-10-31	346744	27785
2014-11-01	370376	6002
2014-11-02	295512	14100
2014-11-03	298402	26757
2014-11-04	310003	31174
2014-11-05	327804	30539
2014-11-06	341034	12283
2014-11-07	343027	25355
2014-11-08	341839	17443
2014-11-09	302307	18207
2014-11-10	296024	27655
2014-11-11	293432	29358
2014-11-12	326509	27807
2014-11-13	337299	20652
2014-11-14	349410	21082
2014-11-15	338655	14057
2014-11-16	300647	13272
2014-11-17	293773	8116
2014-11-18	336670	16691
2014-11-19	337630	16694
2014-11-20	334276	20611
2014-11-21	352769	17806
2014-11-22	345572	12682
2014-11-23	287902	15669
2014-11-24	289910	23031
2014-11-25	297194	25580
2014-11-26	299357	3675
2014-11-27	195136	3945
2014-11-28	226997	8378
2014-11-29	256402	8183
2014-11-30	250632	12384
2014-12-01	290654	18519
2014-12-02	322743	15367
2014-12-03	319892	13472
2014-12-04	332095	21335
2014-12-05	350910	15818
2014-12-06	336715	4047
2014-12-07	310796	10510
2014-12-08	313115	15557
2014-12-09	319819	6713
2014-12-10	326963	10399
2014-12-11	341215	18141
2014-12-12	352097	17892
2014-12-13	332303	12549
2014-12-14	297484	11941
2014-12-15	298617	19382
2014-12-16	320503	16816
2014-12-17	331891	20346
2014-12-18	348690	19051
2014-12-19	359774	17200
2014-12-20	329832	9582
2014-12-21	280659	8747
2014-12-22	271617	13560
2014-12-23	272898	9422
2014-12-24	240130	4285
2014-12-25	135611	4890
2014-12-26	181534	9895
2014-12-27	207198	10247
2014-12-28	212322	7902
2014-12-29	230864	13549
2014-12-30	256154	12196
2014-12-31	272256	9739
2015-01-01	241686	5317
2015-01-02	228206	11304
2015-01-03	264305	4478
2015-01-04	222766	7849
2015-01-05	263232	14506
2015-01-06	279431	8739
2015-01-07	313312	9646
2015-01-08	327681	8779
2015-01-09	319398	7930
2015-01-10	346599	6109
2015-01-11	287987	7467
2015-01-12	290553	8645
2015-01-13	329472	12797
2015-01-14	325037	13086
2015-01-15	330732	14075
2015-01-16	341694	13843
2015-01-17	318807	7491
2015-01-18	286084	1795
2015-01-19	241908	10710
2015-01-20	298756	16129
2015-01-21	318319	15234
2015-01-22	331384	15864
2015-01-23	339200	15737
2015-01-24	308376	4814
2015-01-25	279239	9379
2015-01-26	170716	4141
2015-01-27	94651	1214
2015-01-28	279239	5401
2015-01-29	317691	8870
2015-01-30	346165	9015
2015-01-31	351244	5188
2015-02-01	289095	6441
2015-02-02	245061	1459
2015-02-03	309048	4754
2015-02-04	306441	8973
2015-02-05	336966	9208
2015-02-06	342966	8575
2015-02-07	328377	6790
2015-02-08	281460	6662
2015-02-09	281544	5160
2015-02-10	314051	10328
2015-02-11	329749	11439
2015-02-12	338613	11269
2015-02-13	346362	7642
2015-02-14	331975	4614
2015-02-15	306725	2581
2015-02-16	288113	3998
2015-02-17	282930	4784
2015-02-18	316887	9170
2015-02-19	346522	7799
2015-02-20	356570	6159
2015-02-21	306470	3157
2015-02-22	273935	4274
2015-02-23	314469	7458
2015-02-24	329398	7402
2015-02-25	325503	10751
2015-02-26	346160	9901
2015-02-27	348488	9864
2015-02-28	336081	6318
2015-03-01	262505	2879
2015-03-02	285328	7283
2015-03-03	292432	6533
2015-03-04	319911	7514
2015-03-05	265844	1637
2015-03-06	316741	5162
2015-03-07	338064	5590
2015-03-08	280420	7898
2015-03-09	285466	14878
2015-03-10	303562	11781
2015-03-11	313975	19561
2015-03-12	336652	17530
2015-03-13	339589	16145
2015-03-14	333699	3906
2015-03-15	284497	8838
2015-03-16	273195	16787
2015-03-17	298656	14857
2015-03-18	329737	13842
2015-03-19	328155	15446
2015-03-20	325827	8052
2015-03-21	315129	9338
2015-03-22	292249	9676
2015-03-23	284518	13538
2015-03-24	302854	16166
2015-03-25	312438	14670
2015-03-26	312046	14954
2015-03-27	331328	14107
2015-03-28	342177	1107
2015-03-29	287981	9826
2015-03-30	284388	18075
2015-03-31	312882	14250
2015-04-01	320088	20146
2015-04-02	319769	24227
2015-04-03	307663	14774
2015-04-04	291543	14355
2015-04-05	251995	13799
2015-04-06	268785	23391
2015-04-07	307842	16262
2015-04-08	319516	17872
2015-04-09	330865	16546
2015-04-10	330496	16317
2015-04-11	315519	18643
2015-04-12	275927	19954
2015-04-13	274729	24925
2015-04-14	302375	22703
2015-04-15	312034	27594
2015-04-16	329017	27180
2015-04-17	334267	24175
2015-04-18	334993	28174
2015-04-19	303333	21475
2015-04-20	288558	11202
2015-04-21	311114	24868
2015-04-22	315441	21997
2015-04-23	335004	22074
2015-04-24	335785	20981
2015-04-25	328888	21082
2015-04-26	289785	21594
2015-04-27	286350	25501
2015-04-28	300979	29795
2015-04-29	310758	31532
2015-04-30	323470	29252
2015-05-01	325800	27924
2015-05-02	340242	25743
2015-05-03	294714	27694
2015-05-04	282372	32066
2015-05-05	313755	33012
2015-05-06	323082	30313
2015-05-07	319668	34871
2015-05-08	318750	34304
2015-05-09	315338	24329
2015-05-10	274166	26573
2015-05-11	285836	32382
2015-05-12	308575	35225
2015-05-13	318725	33402
2015-05-14	315974	40826
2015-05-15	322522	34945
2015-05-16	319877	23882
2015-05-17	286711	30969
2015-05-18	290754	31559
2015-05-19	313705	33895
2015-05-20	318106	33823
2015-05-21	320874	31214
2015-05-22	293796	31891
2015-05-23	252047	23910
2015-05-24	219564	25151
2015-05-25	200806	28164
2015-05-26	279244	35786
2015-05-27	300911	33710
2015-05-28	311766	35934
2015-05-29	312568	37756
2015-05-30	301691	31147
2015-05-31	250011	19586
2015-06-01	290207	15283
2015-06-02	305704	11984
2015-06-03	308684	34590
2015-06-04	320334	32772
2015-06-05	318344	31294
2015-06-06	299877	26334
2015-06-07	271016	30773
2015-06-08	280536	33585
2015-06-09	296461	35412
2015-06-10	306244	39350
2015-06-11	316035	37400
2015-06-12	312032	35136
2015-06-13	284892	29980
2015-06-14	256974	28184
2015-06-15	270708	25087
2015-06-16	291070	32147
2015-06-17	307702	38030
2015-06-18	310707	35464
2015-06-19	307352	37380
2015-06-20	277098	23580
2015-06-21	246074	25926
2015-06-22	268340	37677
2015-06-23	293745	32294
2015-06-24	295871	41070
2015-06-25	301434	39673
2015-06-26	299830	38614
2015-06-27	294884	15485
2015-06-28	234512	20591
2015-06-29	257290	38037
2015-06-30	270918	38087
2015-07-01	282430	37539
2015-07-02	261002	35559
2015-07-03	203434	26928
2015-07-04	164717	21706
2015-07-05	182866	25920
2015-07-06	225714	35251
2015-07-07	264836	36837
2015-07-08	283322	35047
2015-07-09	291043	31978
2015-07-10	282267	38559
2015-07-11	269359	31719
2015-07-12	243771	31037
2015-07-13	251985	38485
2015-07-14	278504	35802
2015-07-15	292795	34979
2015-07-16	287901	42356
2015-07-17	257923	39595
2015-07-18	267945	28870
2015-07-19	264673	28531
2015-07-20	266348	34889
2015-07-21	269958	38499
2015-07-22	281756	42557
2015-07-23	289749	42175
2015-07-24	283914	40330
2015-07-25	255843	31639
2015-07-26	233901	30543
2015-07-27	249223	38747
2015-07-28	275166	40434
2015-07-29	291790	39428
2015-07-30	280614	31166
2015-07-31	277908	38571
2015-08-01	258049	35179
2015-08-02	232880	31622
2015-08-03	248336	38888
2015-08-04	269449	40783
2015-08-05	280371	41075
2015-08-06	279912	42283
2015-08-07	271670	40999
2015-08-08	241334	38723
2015-08-09	211779	32716
2015-08-10	229038	39870
2015-08-11	257901	25066
2015-08-12	265533	42994
2015-08-13	272990	42170
2015-08-14	265013	39983
2015-08-15	245511	37821
2015-08-16	224413	30344
2015-08-17	241100	37449
2015-08-18	265854	39916
2015-08-19	272826	40726
2015-08-20	278983	39280
2015-08-21	267150	38038
2015-08-22	236094	34277
2015-08-23	212087	33071
2015-08-24	227422	38943
2015-08-25	249266	41655
2015-08-26	256450	42832
2015-08-27	264489	43173
2015-08-28	257786	41755
2015-08-29	239394	34381
2015-08-30	224911	32913
2015-08-31	232506	40119
2015-09-01	255616	43291
2015-09-02	266190	43225
2015-09-03	271791	42879
2015-09-04	253650	39956
2015-09-05	217789	34005
2015-09-06	196409	33199
2015-09-07	189955	33682
2015-09-08	270616	42766
2015-09-09	287499	44005
2015-09-10	289837	22253
2015-09-11	293782	47613
2015-09-12	290931	33661
2015-09-13	260245	34794
2015-09-14	245775	44668
2015-09-15	271948	48729
2015-09-16	289737	51179
2015-09-17	296677	50705
2015-09-18	303767	50285
2015-09-19	295812	43011
2015-09-20	266093	40462
2015-09-21	260033	47180
2015-09-22	267881	48685
2015-09-23	255328	48366
2015-09-24	235636	52706
2015-09-25	256225	51368
2015-09-26	283615	42560
2015-09-27	257587	38285
2015-09-28	232726	48011
2015-09-29	261711	48725
2015-09-30	276697	39445
2015-10-01	285068	34719
2015-10-02	294676	9444
2015-10-03	276256	16564
2015-10-04	248581	30214
2015-10-05	249702	44581
2015-10-06	272423	49719
2015-10-07	283939	50141
2015-10-08	294098	50179
2015-10-09	285684	37283
2015-10-10	287636	39345
2015-10-11	253604	38967
2015-10-12	231894	45584
2015-10-13	275589	49047
2015-10-14	285295	49998
2015-10-15	294687	48783
2015-10-16	305921	46484
2015-10-17	305913	31809
2015-10-18	271296	23978
2015-10-19	265333	36570
2015-10-20	274013	45376
2015-10-21	282234	49121
2015-10-22	296784	49604
2015-10-23	302895	44679
2015-10-24	290423	31713
2015-10-25	265105	29289
2015-10-26	257997	42165
2015-10-27	277337	44553
2015-10-28	280775	20736
2015-10-29	292403	45358
2015-10-30	302896	44518
2015-10-31	293521	31756
2015-11-01	260584	30622
2015-11-02	252377	44534
2015-11-03	265360	49326
2015-11-04	279292	49487
2015-11-05	291619	43006
2015-11-06	296995	47162
2015-11-07	295091	35586
2015-11-08	266079	32317
2015-11-09	256642	42262
2015-11-10	276135	21585
2015-11-11	270905	37705
2015-11-12	295588	37319
2015-11-13	304317	38970
2015-11-14	298759	25299
2015-11-15	259189	25990
2015-11-16	254780	40916
2015-11-17	282822	38939
2015-11-18	287348	41485
2015-11-19	287700	21890
2015-11-20	301686	38205
2015-11-21	294778	28038
2015-11-22	256755	23343
2015-11-23	264693	30136
2015-11-24	274572	32218
2015-11-25	252508	30295
2015-11-26	160816	13291
2015-11-27	180857	22824
2015-11-28	224453	15830
2015-11-29	226147	18452
2015-11-30	252162	30213
2015-12-01	273301	18399
2015-12-02	277567	23782
2015-12-03	299896	33917
2015-12-04	305768	34737
2015-12-05	300680	26358
2015-12-06	270507	24943
2015-12-07	268650	34139
2015-12-08	278172	35614
2015-12-09	284926	35306
2015-12-10	293728	39099
2015-12-11	303002	39060
2015-12-12	293179	31957
2015-12-13	254294	32001
2015-12-14	267963	32518
2015-12-15	289451	38661
2015-12-16	303245	35643
2015-12-17	303192	21961
2015-12-18	325877	30704
2015-12-19	308081	17778
2015-12-20	258334	17030
2015-12-21	247605	29800
2015-12-22	252926	22941
2015-12-23	239558	14817
2015-12-24	203742	18447
2015-12-25	122065	12333
2015-12-26	153374	13914
2015-12-27	175479	13177
2015-12-28	201843	18889
2015-12-29	211667	13347
2015-12-30	215747	22477
2015-12-31	227740	20376
2016-01-01	219590	11009
2016-01-02	202290	14587
2016-01-03	202808	15499
2016-01-04	227410	19593
2016-01-05	249562	18053
2016-01-06	253261	24569
2016-01-07	265524	27773
2016-01-08	280345	28709
2016-01-09	273618	20846
2016-01-10	241019	14275
2016-01-11	250986	22937
2016-01-12	269431	25211
2016-01-13	289949	21133
2016-01-14	290652	23780
2016-01-15	288296	28435
2016-01-16	277274	19178
2016-01-17	256185	12024
2016-01-18	239492	12718
2016-01-19	282758	17281
2016-01-20	280596	23420
2016-01-21	293497	23672
2016-01-22	303877	20950
2016-01-27	263487	6761
2016-01-28	280801	11946
2016-01-29	297341	16028
2016-01-30	293374	12973
2016-01-31	248007	16118
2016-02-01	251226	24334
2016-02-02	267379	28528
2016-02-03	274045	16203
2016-02-04	290590	27766
2016-02-05	294731	13670
2016-02-06	290426	16933
2016-02-07	255099	17605
2016-02-08	251943	19026
2016-02-09	271504	22741
2016-02-10	289794	22420
2016-02-11	314513	18748
2016-02-12	310216	16449
2016-02-13	300374	6625
2016-02-14	267958	4653
2016-02-15	244502	5884
2016-02-16	264615	14542
2016-02-17	282336	23572
2016-02-18	298919	22261
2016-02-19	301539	21959
2016-02-20	287771	24484
2016-02-21	254368	20052
2016-02-22	254853	28233
2016-02-23	290808	16133
2016-02-24	293926	9761
2016-02-25	303527	25102
2016-02-26	315628	22573
2016-02-27	297647	17226
2016-02-28	250418	25437
2016-02-29	256165	27954
2016-03-01	274754	30509
2016-03-02	299340	26195
2016-03-03	312931	24061
2016-03-04	312268	17369
2016-03-05	304063	18023
2016-03-06	264011	18832
2016-03-07	256494	31492
2016-03-08	273157	36521
2016-03-09	281696	41490
2016-03-10	296554	42252
2016-03-11	304802	38195
2016-03-12	296753	32771
2016-03-13	251809	27550
2016-03-14	279662	10930
2016-03-15	280516	31596
2016-03-16	290295	36067
2016-03-17	287739	35390
2016-03-18	310308	34647
2016-03-19	298189	24048
2016-03-20	266396	16678
2016-03-21	250848	26414
2016-03-22	266697	33497
2016-03-23	276486	40983
2016-03-24	292140	36495
2016-03-25	277036	34097
2016-03-26	267371	27478
2016-03-27	231630	22483
2016-03-28	248579	20345
2016-03-29	273540	31481
2016-03-30	279877	33684
2016-03-31	284299	38348
2016-04-01	292578	34449
2016-04-02	299847	21839
2016-04-03	267024	15322
2016-04-04	273667	12302
2016-04-05	292576	26238
2016-04-06	294624	29365
2016-04-07	299101	30402
2016-04-08	315030	30817
2016-04-09	307172	12702
2016-04-10	267141	23229
2016-04-11	259626	32048
2016-04-12	285720	23765
2016-04-13	288967	37539
2016-04-14	299487	38505
2016-04-15	308296	39676
2016-04-16	302606	36148
2016-04-17	267599	38843
2016-04-18	257801	43994
2016-04-19	274461	46075
2016-04-20	288803	44547
2016-04-21	276237	45570
2016-04-22	275811	48815
2016-04-23	262644	33647
2016-04-24	242325	37866
2016-04-25	241479	42308
2016-04-26	270468	34643
2016-04-27	272731	41931
2016-04-28	290879	37428
2016-04-29	296207	34878
2016-04-30	281170	38258
2016-05-01	259732	10697
2016-05-02	260048	38537
2016-05-03	291521	22858
2016-05-04	296831	31619
2016-05-05	306295	39903
2016-05-06	311531	18860
2016-05-07	292657	31078
2016-05-08	253322	31197
2016-05-09	253832	45724
2016-05-10	274187	44849
2016-05-11	279015	51181
2016-05-12	289174	52273
2016-05-13	282946	32391
2016-05-14	292011	42063
2016-05-15	277019	28661
2016-05-16	272423	42787
2016-05-17	285999	43396
2016-05-18	274516	44803
2016-05-19	291327	49182
2016-05-20	293337	52543
2016-05-21	292613	30519
2016-05-22	250694	37802
2016-05-23	250839	48578
2016-05-24	270207	34796
2016-05-25	280244	53439
2016-05-26	280659	52133
2016-05-27	258097	46937
2016-05-28	218230	34222
2016-05-29	196265	36877
2016-05-30	175479	32619
2016-05-31	246408	49756
2016-06-01	266955	54665
2016-06-02	283063	54401
2016-06-03	286741	38975
2016-06-04	280992	40977
2016-06-05	240349	22397
2016-06-06	256907	52149
2016-06-07	272876	51812
2016-06-08	277531	42250
2016-06-09	284949	52905
2016-06-10	285975	53299
2016-06-11	260762	41030
2016-06-12	222908	40637
2016-06-13	245787	49069
2016-06-14	262790	54813
