-73.91181761045084	40.8745679308113	109	107
-73.98795179697342	40.6307365536606	216	217
-74.10462627133981	40.56889615068911	5	11
-73.82289622487299	40.60288116910245	4	4
-73.92148204602576	40.65259304943211	179	168
-73.76797279709474	40.76281007047373	52	71
-73.8871823197595	40.7594737539584	6660	6424
-73.98426925439756	40.73670500717268	242245	269996
-73.85660851824264	40.74079028100026	446	382
-73.99420246870211	40.731906121712846	165413	178774
-73.94325618827071	40.842848633686096	8903	11389
-73.9806703934305	40.670744298055396	12328	15050
-73.96050742660996	40.57993316574125	96	74
-73.95057332048351	40.803354855119316	30003	37785
-73.93132310137676	40.84485976850459	59	58
-74.01547735215907	40.70209002214725	6148	4163
-73.96566610085145	40.76845489085491	333549	432244
-74.17426992431926	40.69024225406202	747	847
-73.71560770889532	40.746495703974915	49	25
-74.19051174084323	40.60462347672467	18	8
-73.88201582192674	40.87866323291809	80	94
-73.988716016344	40.75338526573908	219609	201204
-73.9019979373122	40.6132479952369	78	62
-73.98648685749448	40.72675807770222	308527	350290
-73.93751959668954	40.85737174443556	2192	2665
-73.93401190006676	40.8045880403174	31204	36069
-73.83162079161302	40.70855356208471	535	436
-73.94644386007424	40.605564363582836	40	49
-73.96428398961709	40.75578316054413	185748	205779
-73.94348894313167	40.77836163804103	109486	136278
-73.95021036199309	40.76176176103274	688	563
-74.08447405967503	40.618920795685874	226	170
-73.97432499842307	40.731620625537914	32488	34374
-73.90416809122738	40.707358534890076	443	472
-74.00055337889758	40.748249390136216	251666	264669
-73.74863431054196	40.76263443678513	33	35
-73.90590761869926	40.74643738324725	6518	7263
-73.87512432889373	40.86030899531087	31	52
-73.97256954226803	40.66106014853401	629	651
-73.89765340538192	40.76376395362553	354	402
-73.9308221754981	40.71504973973919	7837	8279
-73.84651017379906	40.86429264234963	31	27
-73.9571384070408	40.78026174319427	281949	396235
-73.9741757389051	40.702700825447224	382	481
-73.95613233701494	40.81963888374809	9920	10509
-73.75525883435358	40.74364477740033	30	33
-73.91936520832239	40.76143174616341	18404	20454
-73.83110437607331	40.849367519509464	22	18
-74.01695859655565	40.69000960442	22	10
-73.77040444836062	40.66196005667327	629	625
-73.98592948846881	40.68658662149049	10496	12101
-74.00219048757903	40.72351017279662	90496	92339
-73.93595746927315	40.642759152238156	196	145
-73.95572006142395	40.76390559574341	166385	187658
-73.98229601411462	40.77131254922938	245830	310957
-73.86145904836529	40.75417821662625	416	415
-74.18980222486604	40.55667727392537	2	2
-73.82766241655312	40.760280014867064	628	588
-73.9507274013453	40.82791863756133	10937	12325
-73.8891293421912	40.80736259368002	95	125
-73.96209902155194	40.636980558552246	1574	1210
-73.97842662968712	40.65603316751499	421	436
-73.94187940211026	40.7882544466308	56853	68157
-74.00555029611867	40.70463099312023	85095	85362
-74.0173255680414	40.709417921426066	100231	102821
-73.9063590938635	40.84814724706415	145	153
-74.00375097766931	40.68749069525936	554	706
-73.93909325225279	40.76274140184199	4261	4391
-73.95031627801409	40.69239790004899	3687	3787
-73.91748494236606	40.8625939371929	1128	1160
-73.95803781060285	40.704055720977784	878	1060
-73.92392088120742	40.695463215065125	4491	5107
-73.78374507812481	40.63906690227923	261523	256951
-73.91204964282389	40.882293841998575	188	220
-73.91715853973676	40.854130824169644	176	149
-74.00891582048976	40.725758808689264	58171	61513
-73.89288080114177	40.737890168478515	1691	1653
-73.86816640746639	40.82796536872163	117	104
-73.92573929154433	40.79182735920413	559	971
-74.14351636393708	40.54304980005666	6	3
-73.79052785724016	40.706136795449524	1129	1015
-73.99074397215337	40.76139689885702	319463	340972
-73.8053601462883	40.72835629692628	76	82
-73.76427302966833	40.69287426545239	38	27
-73.96011273016458	40.76561878854321	219389	255754
-73.97875698987765	40.76555933613292	264641	286326
-73.87282129707359	40.77462586408556	254301	264309
-73.77276165740079	40.67292989546794	71	61
-73.89892608839283	40.858687808154826	54	64
-73.95019875457432	40.779018625064374	164487	192403
-73.92339597890177	40.77807621607815	152	135
-74.09994011981743	40.64055626938868	44	9
-74.01504205213047	40.61743230926157	86	71
-74.00988010171434	40.71884680749458	187688	210574
-73.93013731341512	40.59000292386387	77	50
-73.88412959055219	40.64477466889247	34	31
-73.95051608306443	40.734390316020324	6504	8283
-73.87908488990625	40.89079849305591	25	30
-73.87553756790315	40.65481859551199	349	406
-73.95488109139394	40.742514418326955	11910	12713
-73.74506762997525	40.676717208218484	33	18
-73.9852380434224	40.69586944235537	15079	16415
-73.90502062052	40.82566748023221	222	268
-74.01194745949105	40.655477451369904	1113	1462
-73.91683446476537	40.69925884656183	2403	2617
-73.93046987385092	40.68873627566009	1697	1710
-73.964729961346	40.598263763984036	94	125
-73.8547319339448	40.68763939697024	149	154
-73.8985657827021	40.81974189106117	83	91
-73.8812021472615	40.84378148881829	101	107
-74.07929456430271	40.58392389480981	5	6
-73.92583688356599	40.72699883028978	18687	19988
-73.96138233256399	40.690253420153454	4483	5109
-73.81521508390547	40.843986819582994	3	2
-73.96956400079316	40.746297891195965	137125	139958
-73.74492481655751	40.64408992904625	59	53
-73.84220244081517	40.76204411143636	47	34
-73.72887025748355	40.734680751658566	40	60
-73.99006537679489	40.77639293910407	95094	113858
-73.85905575581398	40.882391394851204	76	65
-73.8503657812453	40.81534881699602	94	70
-73.91032911284883	40.663989625990894	237	216
-73.98796816416784	40.57538969680134	88	101
-73.80758363365172	40.768049447964955	75	70
-74.00226656916917	40.70827191810186	19824	21666
-74.20318074319329	40.56822786867806	2	1
-73.78585151863363	40.850266085472946	7	3
-73.98295433294447	40.713592772282354	19683	22455
-73.99066291310984	40.653078204309274	17	23
-73.93707478357955	40.82638312567389	14870	17225
-73.92138028569659	40.87465474726506	61	78
-73.97382138747678	40.737883537840275	122620	130538
-73.84496197941057	40.8343431231898	103	111
-74.01398313372826	40.707454422052784	60556	64758
-73.8533299045507	40.75209182310473	50	63
-73.83102472248069	40.881654464384845	30	21
-73.88457286965775	40.680949920387846	114	138
-74.12607396382654	40.616501846218796	8	6
-74.00902263648833	40.6026910863197	70	62
-73.75755828702917	40.60271602933992	17	11
-73.91207023034907	40.804258295647806	2061	1852
-73.85295549971732	40.85436838191218	61	52
-74.00686327589621	40.63975098370523	114	125
-73.8948847549582	40.66711026454672	142	106
-73.98768666130725	40.70313165880852	4269	5401
-73.99199925311179	40.748583638891645	369236	371034
-73.98317027789774	40.78478970557727	220398	271255
-73.96813111080476	40.676707418526334	3306	3698
-73.97406641566637	40.792386359926226	154751	202736
-73.83824618390864	40.5787524677836	8	11
-73.85363535409333	40.90010592000297	67	50
-73.76402106867462	40.71043301733775	16	28
-73.99662565139855	40.67789840936891	5500	6802
-73.83037085418049	40.87553084584152	56	43
-74.23734770549169	40.52993855775979	1	4
-73.97262471084912	40.756515915643114	347765	350427
-73.99804922532986	40.711567290008425	24514	25272
-73.89597195184487	40.875341099450196	95	98
-73.96773924279964	40.802945519521366	25694	32074
-74.00308129468493	40.733809567733246	214166	235043
-74.01181055417634	40.70127155275581	44883	42547
-74.12135871255789	40.5645533988562	2	5
-73.86395863573817	40.726169412792586	895	1085
-73.7913166070844	40.596827297691156	41	20
