-73.77782465876606	40.719544426764585	75	63
-73.84923001851512	40.848512585205114	101	109
-73.91202957437875	40.67706718980121	357	301
-73.98474780425762	40.74853079885455	265664	256175
-73.88938703542051	40.868875339165726	94	114
-73.79018878024546	40.750301271192754	67	33
-73.94632905827605	40.66621542810381	595	695
-74.01303183110433	40.67444582178897	770	1110
-73.9616725255054	40.71965030439586	15852	18363
-73.9518880918189	40.64579613742317	333	340
-73.99667510753075	40.720969107395135	121689	130099
-73.93012319910801	40.77239388995934	6542	7235
-73.81764329099832	40.61216178941573	5	9
-73.9843133161455	40.75960556762614	327979	335293
-73.99579856598584	40.60880434584958	135	118
-73.80716917965277	40.75294397699368	25	40
-73.77860663233544	40.7909936105807	26	21
-73.94123022663499	40.58124624199197	58	51
-73.96294035955341	40.71073470276559	13636	15163
-73.81713169040682	40.676474980155604	867	645
-74.20884553300544	40.5399226238468	2	3
-73.84589639802697	40.74751819188833	1457	1590
-73.97651009315194	40.6407326475988	791	536
-73.79654995611365	40.86223691535819	11	7
-74.07219188298988	40.62045723031514	156	125
-73.8146528485005	40.74406014202359	149	135
-74.17392370792388	40.640787027449676	6	6
-73.90047181818139	40.84321244743079	125	99
-74.19254791994244	40.520523301289614	1	5
-73.93579087136813	40.75311874220888	10653	11944
-73.7355307457652	40.69510329621855	49	24
-73.86587126722017	40.7632722457688	1986	1457
-73.86420988913835	40.69980381308148	32	24
-74.0081109551943	40.750103658041816	156168	154274
-73.89569986246272	40.78207726098457	6708	7565
-73.98862026061636	40.58656126841018	54	36
-73.90776125518627	40.865122930041	116	133
-73.97150445690585	40.617846071639235	165	155
-73.94809145769604	40.658741026366926	1520	1567
-73.92407647421234	40.83023206642835	1861	1735
-73.95822179977635	40.62171441960849	183	164
-73.85863400014854	40.83709331661278	102	96
-73.8069844717253	40.71231241723243	748	782
-73.9151315122855	40.83058154498387	511	438
-73.87952035885436	40.73720495728154	3239	3431
-73.9974739348322	40.767836373196715	100026	116903
-73.90391740540798	40.7235019331647	467	474
-73.89505122941975	40.837953832759624	5	7
-73.92626418672494	40.83793642726736	339	269
-74.0104859396036	40.73689504752434	138139	136590
-73.99121831482235	40.718265965656684	158625	173997
-73.97734961192178	40.75775153309567	386388	372269
-73.88297649702552	40.71934368140179	190	173
-73.97520913908242	40.72385203451761	28347	33291
-73.89081952129114	40.56129758288277	6	4
-73.91345162561348	40.819889469868244	512	519
-73.96361259391962	40.810669741442545	39442	56088
-73.8654155405947	40.86211468771955	29	38
-73.99550146410546	40.69696320957912	10423	13021
-73.79031785722644	40.6779297335769	2118	2111
-73.97830327682253	40.74747139423969	342365	336389
-73.99678865991638	40.74218759174197	198055	203778
-73.81485148074105	40.82015835584214	65	76
-73.85106168914523	40.78323849655401	68	77
-73.99187385814413	40.67382207700142	1948	2422
-73.8770653261814	40.70180124913894	105	76
-74.02924599836523	40.625195055194496	432	476
-73.99623990380073	40.68651891698219	5469	7030
-73.97761247642961	40.69157546373733	9574	11447
-73.81498842377012	40.79509588143129	46	58
-73.92937843906573	40.628120093550024	255	181
-73.88536633828468	40.85893935156592	74	73
-73.93557968023214	40.67512176158311	3251	3380
-73.79207254041589	40.694741874155675	833	928
-73.90818483328434	40.89894736862168	83	94
-73.87366183732	40.83486037970901	57	74
-73.88343084944654	40.83526632275791	72	57
-73.89170650673695	40.64248063326453	261	205
-73.99696399788944	40.72763357430801	142892	158989
-73.91474360360804	40.5945636733951	29	29
-73.99013086806588	40.739308479749106	339402	344762
-73.82087709647342	40.7278747158484	218	170
-73.82909615810327	40.695484392594764	375	346
-73.84478859714342	40.721277891328675	1801	1733
-74.13612872040149	40.632705195884974	3	5
-73.96649777643309	40.78150580426938	125429	141166
-74.1284282696368	40.58854765799688	4	7
-74.07174661146719	40.60111661598011	93	36
-73.74242935786906	40.7169284208632	80	61
-73.97100999009571	40.79937579585013	77747	93705
-73.9904398254559	40.59688490926427	73	73
-74.10379653883692	40.632345746896036	49	8
-73.84852878105772	40.67630622163458	99	143
-73.84737458680405	40.655354250649765	101	125
-73.77490176530972	40.73196472287279	65	81
